Modality;ST;TT;Genre;Line;Span;Span_2;Whose_error;Severity;Category_main;Category_sub;Severity_2;Severity_match;Category_main_2;Category_main_match;Category_sub_2;Category_sub_match;Kudos;Cultural reference;Details;Understandable
PE;Russian;Dutch;Thriller;12;stop;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Thriller;12;was;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Thriller;14;verlamd;verlamd;Match;Minor;Accuracy;Overtranslation;Minor;Yes;Accuracy;Yes;Mistranslation;No;;;;
PE;Russian;Dutch;Thriller;15;toe;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
PE;Russian;Dutch;Thriller;17;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
PE;Russian;Dutch;Thriller;17;het 'doosj op poten';doosje';Match;Major;Accuracy;Undertranslation;Minor;No;Accuracy;Yes;Mistranslation;No;;;;
PE;Russian;Dutch;Thriller;17;- niet ver weg -;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
PE;Russian;Dutch;Thriller;18;fluisterde;fluisterde;Match;Minor;Accuracy;Overtranslation;Minor;Yes;Accuracy;Yes;Mistranslation;No;;;;
PE;Russian;Dutch;Thriller;18;fluisterde: ga te voet;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
PE;Russian;Dutch;Thriller;20;tot;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
PE;Russian;Dutch;Thriller;20;opgang;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Thriller;22;tot de muziek;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Thriller;22;;;AE;Minor;Style;Awkward style;;;;;;;;;;
MT;Russian;Dutch;Thriller;1;zijn pas steeds sneller;zijn pas steeds sneller;Match;Major;Style;Unidiomatic style;Minor;No;Linguistic Convention;No;Grammar;;;;;
MT;Russian;Dutch;Thriller;2;—;;Human;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
MT;Russian;Dutch;Thriller;2;betoverend aangenaam;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;Russian;Dutch;Thriller;3;dromerig;dromgerig;Match;Major;Accuracy;Addition;Minor;No;Accuracy;Yes;Addition;Yes;;;;
MT;Russian;Dutch;Thriller;3;Een fluit zong ijl, gitaarsnaren fluisterden, een xylofoon rinkelde dromerig.;;Human;Major;Style;Awkward style;;;;;;;;;;
MT;Russian;Dutch;Thriller;4;riep;;Human;Minor;Style;Undertranslation;;;;;;;;;;
MT;Russian;Dutch;Thriller;4;riep. De muziek;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
MT;Russian;Dutch;Thriller;7;riep;;Human;Minor;Accuracy;Undertranslation;;;;;;;;;;
MT;Russian;Dutch;Thriller;9;Er mengden zich woorden in;;AE;Major;Linguistic Convention;Grammar;;;;;;;;;;
MT;Russian;Dutch;Thriller;9;onsamenhangend;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Thriller;9;om te verstaan;;Human;Minor;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Thriller;10;de tunnel;;AE;Minor;Style;;;;;;;;;;;
MT;Russian;Dutch;Thriller;10;happend naar;happend naar de koude lucht;Match;Major;Accuracy;Mistranslation;Minor;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;Russian;Dutch;Thriller;12;Hij werd geplaagd;;AE;Minor;Accuracy;Addition;;;;;;;;;;
MT;Russian;Dutch;Thriller;12;Eén halte;;Human;Minor;Accuracy;Undertranslation;;;;;;;;;;
MT;Russian;Dutch;Thriller;14;verlamd;verlamd;Match;Minor;Accuracy;Overtranslation;Minor;Yes;Accuracy;Yes;Mistranslation;No;;;;
MT;Russian;Dutch;Thriller;14;hij ;;Match;Minor;Accuracy;Undertranslation;Major;No;Accuracy;Yes;Omission;No;;;;
MT;Russian;Dutch;Thriller;15;De bus;;AE;Minor;Style;;;;;;;;;;;
MT;Russian;Dutch;Thriller;15;kleppen;kleppen;Match;Minor;Style;Awkward style;Minor;Yes;Accuracy;No;Mistranslation;No;;;;
MT;Russian;Dutch;Thriller;15;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
MT;Russian;Dutch;Thriller;15;secondenlang;;Human;Minor;Linguistic Convention;Spelling;;;;;;;;;;
MT;Russian;Dutch;Thriller;16;doelloos;doelloos;Match;Major;Accuracy;Mistranslation;Minor;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;Russian;Dutch;Thriller;16;staarde er;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;Russian;Dutch;Thriller;16;achteraan. De;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
MT;Russian;Dutch;Thriller;17;gebogen gevel;de gebogen gevel;Match;Minor;Style;Awkward style;Minor;Yes;Accuracy;No;Mistranslation;;;;;
MT;Russian;Dutch;Thriller;17;het doosje in de verte;in de verte;Match;Major;Accuracy;Mistranslation;Minor;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;Russian;Dutch;Thriller;17;vulde de wereld;;Match;Minor;Accuracy;Omission;Minor;Yes;Accuracy;Yes;Omission;Yes;;;;
MT;Russian;Dutch;Thriller;17;—;;Human;Minor;Style;Punctuation;;;;;;;;;;
MT;Russian;Dutch;Thriller;17;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
MT;Russian;Dutch;Thriller;18;fluisterde;;Human;Minor;Accuracy;Overtranslation;;;;;;;;;;
MT;Russian;Dutch;Thriller;18;fluisterde: ga te voet;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
MT;Russian;Dutch;Thriller;19;mensen;;Match;Minor;Accuracy;Omission;Minor;Yes;Accuracy;Yes;Undertranslation;No;;;;
MT;Russian;Dutch;Thriller;20;vijf;;Match;Minor;Accuracy;Omission;Minor;Yes;Accuracy;Yes;Omission;Yes;;;;
MT;Russian;Dutch;Thriller;20;tot;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
MT;Russian;Dutch;Thriller;22;tot de muziek;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;Russian;Dutch;Thriller;22;…;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
HT;English;Catalan;ShortStory;5;la Sally;;AE;Minor;Accuracy;Addition;;;;;;;;Yes;adding la/article is customary with names in Catalan;
HT;English;Catalan;ShortStory;6;potser;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;ShortStory;8;diantre;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
HT;English;Catalan;ShortStory;10;;;AE;Minor;Accuracy;Omission;;;;;;;;Yes;Same public library as in Dutch;
HT;English;Catalan;ShortStory;11;I;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;English;Catalan;ShortStory;11;gaire;;AE;Minor;Accuracy;Overtranslation;;;;;;;;;;
HT;English;Catalan;ShortStory;12;Va per feine;;AE;Major;Accuracy;Mistranslation;;;;;;;Yes;;;
HT;English;Catalan;ShortStory;12;per això;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;English;Catalan;ShortStory;13;sentències;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;ShortStory;15;no és cap risc laboral;cap;Match;Minor;Accuracy;Mistranslation;Major;No;Accuracy;Yes;Overtranslation;No;;;;
HT;English;Catalan;ShortStory;15;l'assassinat;;AE;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
HT;English;Catalan;ShortStory;17;esclar;;Human;Minor;Linguistic Convention;Spelling;;;;;;;;;;
HT;English;Catalan;ShortStory;18;com fils d'or;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;English;Catalan;ShortStory;19;també;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;English;Catalan;ShortStory;19;aquella lògica tan fresca i directa;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;ShortStory;20;fils de seda;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;ShortStory;4;càbales;càbales;Match;Minor;Accuracy;Overtranslation;Minor;Yes;Accuracy;Yes;Mistranslation;No;;;;
PE;English;Catalan;ShortStory;7;l’observació;;AE;Minor;Accuracy;Addition;;;;;;;Yes;;;
PE;English;Catalan;ShortStory;10;;;AE;Minor;Accuracy;Omission;;;;;;;;Yes;Public library rightfully reduced to library;
PE;English;Catalan;ShortStory;11;I;;AE;Minor;Accuracy;Addition;;;;;;;;;;
PE;English;Catalan;ShortStory;12; un plantejament força cru;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;ShortStory;13;frases;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;ShortStory;17;És clar que això és bo.;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
PE;English;Catalan;ShortStory;18;pulcrament pentinats ;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
PE;English;Catalan;ShortStory;19;sofismes;;AE;Major;Accuracy;Mistranslation;;;;;;;Yes;;Same issue as in Dutch;
PE;English;Catalan;ShortStory;20;s'amagaven;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;ShortStory;20; igual de pulcres i igual de nets que;;Human;Minor;Style;Awkward style;;;;;;;;;;
PE;English;Catalan;ShortStory;20;repentinats;;Human;Major;Linguistic Convention;Mistranslation;;;;;;;;;;Weird that MT didn't notice that the word is Castilian
MT;English;Catalan;ShortStory;2;Ell;;Human;Major;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;ShortStory;2;havia;;Human;Major;Linguistic Convention;Grammar;;;;;;;;;;
MT;English;Catalan;ShortStory;2;seu;;Human;Major;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;ShortStory;3;un risc professional;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;ShortStory;4;càlculs;;Human;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;5;tant,;;Human;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
MT;English;Catalan;ShortStory;6;#NAME?;;AE;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
MT;English;Catalan;ShortStory;6;tot i que menys;menys;Match;Minor;Style;Awkward style;Minor;Yes;Accuracy;No;Undertranslation;;;;;
MT;English;Catalan;ShortStory;6;—;;Human;Major;Linguistic Convention;Punctuation;;;;;;;;;;
MT;English;Catalan;ShortStory;6;casades,;;Human;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
MT;English;Catalan;ShortStory;7;Amb una aprovació muda;aprovació;Match;Major;Style;Awkward style;Minor;No;Accuracy;No;Mistranslation;;;;;
MT;English;Catalan;ShortStory;8;ara què llegeixes;;Match;Minor;Accuracy;Undertranslation;Minor;Yes;Accuracy;Yes;Omission;No;;;;
MT;English;Catalan;ShortStory;10;la biblioteca públics;;Human;Minor;Style;Audience appropriateness;;;;;;;;;;
MT;English;Catalan;ShortStory;12;D’una manera força nua. ;;Human;Major;Linguistic Convention;Unintelligble;;;;;;;;;;
MT;English;Catalan;ShortStory;13;frases;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;15;no és gaire un risc ;;Human;Major;Linguistic Convention;Grammar;;;;;;;;;;
MT;English;Catalan;ShortStory;17;;;AE;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
MT;English;Catalan;ShortStory;17;És clar que això és bo.;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;ShortStory;18;de llibre;;AE;Minor;Accuracy;Undertranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;18;ell;;Human;Major;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;ShortStory;18;de lli;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;18;inclinats;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;19;;;AE;Minor;Linguistic Convention;Grammar;;;;;;;;;;
MT;English;Catalan;ShortStory;19;encara estudiant;;Human;Major;Style;Awkward style;;;;;;;;;;
MT;English;Catalan;ShortStory;19;sofisticacions;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;20;de seda;caputxa de seda;Match;Minor;Accuracy;Mistranslation;Major;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;English;Catalan;ShortStory;20;tan polits, tan ben ordenats, tan infantilment pentinats i nets.;;Human;Major;Linguistic Convention;Grammar;;;;;;;;;;
MT;English;Catalan;ShortStory;20;ordenats;;Human;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;ShortStory;20; tan infantilment pentinats i nets;;Human;Major;Style;Awkward style;;;;;;;;;;
HT;English;Catalan;Thriller;1;un ;;AE;Minor;Linguistic Convention;Grammar;;;;;;;;;;
HT;English;Catalan;Thriller;1;trompada;;Human;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Thriller;3;meus;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
HT;English;Catalan;Thriller;4;;;AE;Minor;Linguistic Convention;Grammar;;;;;;;;;;
HT;English;Catalan;Thriller;6;sabates;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Thriller;6;closca;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Thriller;6;al darrere;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Thriller;6;,;;AE;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
HT;English;Catalan;Thriller;7;portes de llibret;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Thriller;7;la nostra paret de retrats;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
HT;English;Catalan;Thriller;8;quatre metres i deu centímetres;;AE;Major;Accuracy;Mistranslation;;;;;;;;Yes;Feet to metrical units makes more sense in Catalna;
HT;English;Catalan;Thriller;8;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
HT;English;Catalan;Thriller;8;ventalles;;Human;Minor;Accuracy;Overtranslation;;;;;;;;;;
HT;English;Catalan;Thriller;9;l'inspector;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Thriller;3;al timpà;;AE;Minor;Accuracy;Undertranslation;;;;;;;;;;
PE;English;Catalan;Thriller;4;corredisses;;AE;Minor;Accuracy;Undertranslation;;;;;;;;;;
PE;English;Catalan;Thriller;5;anguniosa;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Thriller;5;algú al segon pis;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
PE;English;Catalan;Thriller;5;Amb;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
PE;English;Catalan;Thriller;6;la sola;;AE;Minor;Linguistic Convention;Grammar;;;;;;;;;;
PE;English;Catalan;Thriller;6;que anés arrossegant-me;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Thriller;6;pel níquel que tenia;;Human;Minor;Style;Awkward style;;;;;;;;;;
PE;English;Catalan;Thriller;7;totes les nostres fotos;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Thriller;7;portes de llibret;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Thriller;7;sota;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
PE;English;Catalan;Thriller;8;em vaig quedar;;AE;Minor;Accuracy;Mistranslation;;;;;;;Yes;;;
PE;English;Catalan;Thriller;8;quatre metres i deu centímetres;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Thriller;8;cara les;;Match;Minor;Linguistic Convention;Grammar;Minor;Yes;Linguistic Convention;Yes;Grammar;Yes;;;;
PE;English;Catalan;Thriller;8;de mi;;Human;Minor;Style;Awkward style;;;;;;;;;;
PE;English;Catalan;Thriller;9;el detectiu;;Human;Minor;Accuracy;Overtranslation;;;;;;;;;;
MT;English;Catalan;Thriller;3;al meu timpà;al meu timpà;Match;Major;Style;Unidiomatic style;Minor;No;Accuracy;No;Mistranslation;;;;;
MT;English;Catalan;Thriller;5;algú al segon ;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Thriller;5;amb;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
MT;English;Catalan;Thriller;5;nauseabunda;;Human;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;Thriller;6;la sola;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;Thriller;6;—;—;Match;Minor;Linguistic Convention;Punctuation;Minor;Yes;Linguistic Convention;Yes;Punctuation;Yes;;;;
MT;English;Catalan;Thriller;6;un imant estigués lligat a la sola d’aquells peus;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Thriller;6;lligat;;Human;Minor;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;Thriller;6;amb ell;;Human;Major;Linguistic Convention;Unintelligble;;;;;;;;;;
MT;English;Catalan;Thriller;7;enreixades;;Match;Major;Accuracy;Mistranslation;Major;Yes;Accuracy;Yes;Mistranslation;Yes;;;;
MT;English;Catalan;Thriller;7;sota;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
MT;English;Catalan;Thriller;7;cuina,;;Human;Minor;Accuracy;Addition;;;;;;;;;;
MT;English;Catalan;Thriller;7;i jo amb elles;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Thriller;8;exactes;exactes;Match;Major;Accuracy;Mistranslation;Major;Yes;Accuracy;Yes;Mistranslation;Yes;;;;
MT;English;Catalan;Thriller;8;Jo;;Human;Minor;Style;Awkward style;Minor;;;;;;;;;
MT;English;Catalan;Thriller;8;mirant de cara;;Human;Minor;Style;Awkward style;;;;;;;;;;
MT;English;Catalan;Thriller;8;tretze peus i dues polzades;;Human;Major;Style;Audience appropriateness;;;;;;;;;;
MT;English;Catalan;Thriller;9;detectie;;Human;Minor;Accuracy;Overtranslation;;;;;;;;;;
MT;English;Catalan;Thriller;9; excedit lleugerament la distància que ens separava.;;Human;Major;Linguistic Convention;Unintelligble;;;;;;;;;;
HT;English;Catalan;Poem;1;Un;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;English;Catalan;Poem;2;El dia és;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
HT;English;Catalan;Poem;2;la tulipa i el narcis;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Poem;3;s'obre pas;;Match;Minor;Accuracy;Undertranslation;Major;No;Accuracy;Yes;Omission;No;;;;
HT;English;Catalan;Poem;3;sanefes;;Human;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Poem;4;una joia;;Human;Minor;Accuracy;Undertranslation;;;;;;;;;;
HT;English;Catalan;Poem;5;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
HT;English;Catalan;Poem;6;tremolós;titillant, tremolós;Match;Minor;Accuracy;Undertranslation;Major;No;Accuracy;Yes;Mistranslation;No;;;;
HT;English;Catalan;Poem;7;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
HT;English;Catalan;Poem;7;trontollen;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
HT;English;Catalan;Poem;8;meu;;AE;Minor;Linguistic Convention;Grammar;;;;;;;;;;
HT;English;Catalan;Poem;9;enlluerna de tan radiant;;AE;Minor;Accuracy;Undertranslation;;;;;;;Yes;;;
HT;English;Catalan;Poem;10;M'estaré;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Poem;10;centellejant;el sol centellejant;Match;Minor;Style;Awkward style;Major;No;Accuracy;No;Mistranslation;;;;;
HT;English;Catalan;Poem;11;clar;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;English;Catalan;Poem;12;;;AE;Major;Accuracy;Omission;;;;;;;;;;
HT;English;Catalan;Poem;12;esbategant;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
HT;English;Catalan;Poem;12;flaire de tulipa i narcís a l’aire.;tulipa i narcis;Match;Minor;Style;Inconsistent style;Minor;Yes;Accuracy;No;Undertranslation;;;;;
PE;English;Catalan;Poem;1;A la banyera;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Poem;2;i flaire;;AE;Minor;Linguistic Convention;Grammar;;;;;;;;;;
PE;English;Catalan;Poem;3;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
PE;English;Catalan;Poem;3;volutes;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Poem;4;brillant;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Poem;4;centelles;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Poem;4;llum;;Human;Minor;Accuracy;Omission;;;;;;;;;;
PE;English;Catalan;Poem;5;;;AE;Minor;Linguistic Convention;Punctuation;;;;;;;;;;
PE;English;Catalan;Poem;7;entrexoquen;entrexoquen;Match;Minor;Accuracy;Mistranslation;Major;No;Accuracy;Yes;Mistranslation;Yes;;;;
PE;English;Catalan;Poem;7;sota;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Poem;8;de brillant o de maragda;brillant;Match;Minor;Accuracy;Overtranslation;Major;No;Accuracy;Yes;Mistranslation;No;;;;
PE;English;Catalan;Poem;8;o;;AE;Minor;Accuracy;Addition;;;;;;;;;;
PE;English;Catalan;Poem;8;l'aigua de brillant o de maragda;maragda;Match;Major;Accuracy;Overtranslation;Major;Yes;Accuracy;Yes;Mistranslation;No;;;;
PE;English;Catalan;Poem;9;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
PE;English;Catalan;Poem;9;d'un dia;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
PE;English;Catalan;Poem;10;M'estaré;;AE;Minor;Accuracy;Undertranslation;;;;;;;;;;
PE;English;Catalan;Poem;11;immens;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
PE;English;Catalan;Poem;12;una gralla;gralla;Match;Minor;Accuracy;Mistranslation;Major;No;Accuracy;Yes;Mistranslation;Yes;;;;
PE;English;Catalan;Poem;12;i se sent el fil d’olor de tulipes i narcisos.;;Human;Minor;Style;Inconsistent style;;;;;;;;;;
MT;English;Catalan;Poem;1;Bany;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
MT;English;Catalan;Poem;2;rentat de nou;rentat de nou;Match;Major;Style;Awkward style;Minor;No;Accuracy;No;Mistranslation;;;;;
MT;English;Catalan;Poem;2;el dia és;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Poem;2;narcisson;;Human;Minor;Accuracy;Omission;;;;;;;;;;
MT;English;Catalan;Poem;3;forada;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Poem;4;joiell;;Human;Minor;Style;Register;;;;;;;;;;
MT;English;Catalan;Poem;5;Pètals;Pètals;Match;Minor;Accuracy;Mistranslation;Major;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;English;Catalan;Poem;5;delitós;delitós;Match;Major;Linguistic Convention;Grammar;Minor;No;Linguistic Convention;Yes;Grammar;Yes;;;;
MT;English;Catalan;Poem;7;Moure;Moure;Match;Major;Linguistic Convention;Grammar;Major;Yes;Linguistic Convention;Yes;Grammar;Yes;;;;
MT;English;Catalan;Poem;7;trontollen;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Poem;8;esmaragda;esmaragda;Match;Major;Accuracy;Mistranslation;Minor;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;English;Catalan;Poem;8;esmaragda esberlada;;Human;Minor;Style;Register;;;;;;;;;;
MT;English;Catalan;Poem;9;per suportar;;Human;Major;Style;Awkward style;;;;;;;;;;
MT;English;Catalan;Poem;10;Restaré;Restaré;Match;Minor;Style;Register;Major;No;Accuracy;No;Mistranslation;;;;;
MT;English;Catalan;Poem;10;les taques;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Poem;11;alt;;Human;Minor;Style;Unidiomatic style;;;;;;;;;;
MT;English;Catalan;Poem;12;una gralla;gralla;Match;Minor;Accuracy;Mistranslation;Major;No;Accuracy;Yes;Mistranslation;Yes;;;;
MT;English;Catalan;Poem;12;encara;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;Russian;Dutch;Poem;2;zich nergens van bewust;zich nergens van bewust;Match;Minor;Accuracy;Undertranslation;Minor;Yes;Accuracy;Yes;Mistranslation;No;;;;
HT;Russian;Dutch;Poem;;;;AE;Minor;Accuracy;Omission;;;;;;;;;;
HT;Russian;Dutch;Poem;;als een goudvis;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;kwispelde trouw;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;ergens;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;ergens krijste er een kauw;krijste er een kauw;Match;Major;Accuracy;Mistranslation;Major;Yes;Accuracy;Yes;Mistranslation;Yes;;;;
HT;Russian;Dutch;Poem;;onmin;;AE;Major;Accuracy;Mistranslation;;;;;;;Yes;;;
HT;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Omission;;;;;;;;;;
HT;Russian;Dutch;Poem;;Ik was;;AE;Minor;Accuracy;Undertranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;vriendelijk, vol mededogen;;Match;Minor;Accuracy;Addition;Minor;Yes;Accuracy;Yes;Addition;Yes;;;;
HT;Russian;Dutch;Poem;;het huis toen keek mij in de ogen,;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
HT;Russian;Dutch;Poem;;en geen bitterheid;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;Russian;Dutch;Poem;;ze;;Human;Minor;Linguistic Convention;Grammar;;;;;;;;;;
HT;Russian;Dutch;Poem;;ze liet niets merken;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;of dat hij haar van vroeger kende, deze geenszins onbekende;of dat hij haar van vroeger kende, deze geenszins onbekende;Match;Major;Accuracy;Mistranslation;Major;Yes;Accuracy;Yes;Mistranslation;Yes;;;;
HT;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Omission;;;;;;;;;;
HT;Russian;Dutch;Poem;;Het huis;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;Maar toch;Maar toch;Match;Major;Accuracy;Undertranslation;Major;Yes;Accuracy;Yes;Mistranslation;No;;;;
HT;Russian;Dutch;Poem;;en zweeg;;AE;Minor;Accuracy;Addition;;;;;;;;;;
HT;Russian;Dutch;Poem;;Het huis;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
HT;Russian;Dutch;Poem;;Ik weet het, ik weet het;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;waar pijn ondenkbaar was;pijn;Match;Major;Accuracy;;Minor;No;Accuracy;Yes;;;;;;
PE;Russian;Dutch;Poem;;gastvrij en blij;;Human;Minor;Style;Awkward style;;;;;;;;;;
PE;Russian;Dutch;Poem;;;;AE;Major;Accuracy;Omission;;;;;;;;;;
PE;Russian;Dutch;Poem;;glaswerk;;AE;Major;Accuracy;Mistranslation;;;;;;;;;;
PE;Russian;Dutch;Poem;;vensterglas;;AE;Minor;Accuracy;Mistranslation;;;;;;;;;;
